spec_id,family,parameters,strict_eligible
S4ARB-0128,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0129,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0130,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0131,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0132,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0133,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0134,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0135,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0136,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0137,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0138,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0139,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0140,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0141,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0142,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0143,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0144,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0145,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0146,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0147,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0148,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0149,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0150,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0151,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0152,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0153,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0154,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0155,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0156,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0157,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0158,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0159,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0160,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0161,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0162,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0163,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0164,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0165,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0166,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0167,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0168,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0169,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0170,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0171,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0172,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0173,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0174,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0175,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0176,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0177,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0178,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0179,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0180,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0181,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0182,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0183,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0184,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0185,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0186,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0187,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0188,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0189,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0190,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0191,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0192,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0193,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0194,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0195,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0196,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0197,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0198,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0199,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0200,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0201,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0202,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0203,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0204,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0205,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0206,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0207,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0208,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0209,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0210,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0211,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0212,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0213,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0214,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0215,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0216,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0217,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0218,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0219,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0220,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0221,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0222,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0223,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0224,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0225,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0226,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0227,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0228,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0229,sse_four_asset_trend_risk_budget_v1__IC,"{""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
